drink_name,category,brand,price_usd,alcohol_level_abv,taste_node,availability_score,place_type
Vodka 1511,spirits/cocktails,Moet & Chandon,60.5,10.0,Dry / Crisp,High,global
Aged Bourbon 1512,spirits/cocktails,La Marca,61.25,11.0,Nutty / Woody,High,global
Bourbon 1513,spirits/cocktails,Barefoot,62.0,12.0,Sweet,Medium,global
Rye Whiskey 1514,spirits/cocktails,Robert Mondavi,62.75,13.0,Spicy,High,global
Gin 1515,spirits/cocktails,Kim Crawford,63.5,14.0,Citrusy / Sour,High,global
Gin 1516,spirits/cocktails,Crown Royal,64.25,15.0,Herbal / Floral,Medium,global
Scotch 1517,spirits/cocktails,Buffalo Trace,65.0,16.0,Smoky,High,global
Cognac 1518,wine,Bulleit,65.75,17.0,Rich / Fruity,High,global
Vodka 1519,spirits/cocktails,Captain Morgan,66.5,18.0,Dry / Crisp,Medium,global
Aged Bourbon 1520,spirits/cocktails,Don Julio,67.25,19.0,Nutty / Woody,High,global
Bourbon 1521,spirits/cocktails,Jameson,68.0,20.0,Sweet,High,global
Rye Whiskey 1522,spirits/cocktails,Jack Daniel's,68.75,21.0,Spicy,Medium,global
Gin 1523,spirits/cocktails,Johnnie Walker,69.5,22.0,Citrusy / Sour,High,global
Gin 1524,spirits/cocktails,Glenfiddich,70.25,23.0,Herbal / Floral,High,global
Scotch 1525,spirits/cocktails,Gordon's,71.0,24.0,Smoky,Medium,global
Cognac 1526,wine,Tanqueray,71.75,25.0,Rich / Fruity,High,global
Vodka 1527,spirits/cocktails,Bacardi,72.5,26.0,Dry / Crisp,High,global
Aged Bourbon 1528,spirits/cocktails,Patron,73.25,27.0,Nutty / Woody,Medium,global
Bourbon 1529,spirits/cocktails,Absolut,74.0,28.0,Sweet,High,global
Rye Whiskey 1530,spirits/cocktails,Smirnoff,74.75,29.0,Spicy,High,global
Gin 1531,spirits/cocktails,Moet & Chandon,75.5,30.0,Citrusy / Sour,Medium,global
Gin 1532,spirits/cocktails,La Marca,76.25,31.0,Herbal / Floral,High,global
Scotch 1533,spirits/cocktails,Barefoot,77.0,32.0,Smoky,High,global
Cognac 1534,wine,Robert Mondavi,77.75,33.0,Rich / Fruity,Medium,global
Vodka 1535,spirits/cocktails,Kim Crawford,78.5,34.0,Dry / Crisp,High,global
Aged Bourbon 1536,spirits/cocktails,Crown Royal,79.25,35.0,Nutty / Woody,High,global
Bourbon 1537,spirits/cocktails,Buffalo Trace,80.0,36.0,Sweet,Medium,global
Rye Whiskey 1538,spirits/cocktails,Bulleit,80.75,37.0,Spicy,High,global
Gin 1539,spirits/cocktails,Captain Morgan,81.5,38.0,Citrusy / Sour,High,global
Gin 1540,spirits/cocktails,Don Julio,82.25,39.0,Herbal / Floral,Medium,global
Scotch 1541,spirits/cocktails,Jameson,83.0,5.0,Smoky,High,global
Cognac 1542,wine,Jack Daniel's,83.75,6.0,Rich / Fruity,High,global
Vodka 1543,spirits/cocktails,Johnnie Walker,84.5,7.0,Dry / Crisp,Medium,global
Aged Bourbon 1544,spirits/cocktails,Glenfiddich,85.25,8.0,Nutty / Woody,High,global
Bourbon 1545,spirits/cocktails,Gordon's,86.0,9.0,Sweet,High,global
Rye Whiskey 1546,spirits/cocktails,Tanqueray,86.75,10.0,Spicy,Medium,global
Gin 1547,spirits/cocktails,Bacardi,87.5,11.0,Citrusy / Sour,High,global
Gin 1548,spirits/cocktails,Patron,88.25,12.0,Herbal / Floral,High,global
Scotch 1549,spirits/cocktails,Absolut,89.0,13.0,Smoky,Medium,global
Cognac 1550,wine,Smirnoff,89.75,14.0,Rich / Fruity,High,global
Vodka 1551,spirits/cocktails,Moet & Chandon,90.5,15.0,Dry / Crisp,High,global
Aged Bourbon 1552,spirits/cocktails,La Marca,91.25,16.0,Nutty / Woody,Medium,global
Bourbon 1553,spirits/cocktails,Barefoot,92.0,17.0,Sweet,High,global
Rye Whiskey 1554,spirits/cocktails,Robert Mondavi,92.75,18.0,Spicy,High,global
Gin 1555,spirits/cocktails,Kim Crawford,93.5,19.0,Citrusy / Sour,Medium,global
Gin 1556,spirits/cocktails,Crown Royal,94.25,20.0,Herbal / Floral,High,global
Scotch 1557,spirits/cocktails,Buffalo Trace,95.0,21.0,Smoky,High,global
Cognac 1558,wine,Bulleit,95.75,22.0,Rich / Fruity,Medium,global
Vodka 1559,spirits/cocktails,Captain Morgan,96.5,23.0,Dry / Crisp,High,global
Aged Bourbon 1560,spirits/cocktails,Don Julio,97.25,24.0,Nutty / Woody,High,global
Bourbon 1561,spirits/cocktails,Jameson,8.0,25.0,Sweet,Medium,global
Rye Whiskey 1562,spirits/cocktails,Jack Daniel's,8.75,26.0,Spicy,High,global
Gin 1563,spirits/cocktails,Johnnie Walker,9.5,27.0,Citrusy / Sour,High,global
Gin 1564,spirits/cocktails,Glenfiddich,10.25,28.0,Herbal / Floral,Medium,global
Scotch 1565,spirits/cocktails,Gordon's,11.0,29.0,Smoky,High,global
Cognac 1566,wine,Tanqueray,11.75,30.0,Rich / Fruity,High,global
Vodka 1567,spirits/cocktails,Bacardi,12.5,31.0,Dry / Crisp,Medium,global
Aged Bourbon 1568,spirits/cocktails,Patron,13.25,32.0,Nutty / Woody,High,global
Bourbon 1569,spirits/cocktails,Absolut,14.0,33.0,Sweet,High,global
Rye Whiskey 1570,spirits/cocktails,Smirnoff,14.75,34.0,Spicy,Medium,global
Gin 1571,spirits/cocktails,Moet & Chandon,15.5,35.0,Citrusy / Sour,High,global
Gin 1572,spirits/cocktails,La Marca,16.25,36.0,Herbal / Floral,High,global
Scotch 1573,spirits/cocktails,Barefoot,17.0,37.0,Smoky,Medium,global
Cognac 1574,wine,Robert Mondavi,17.75,38.0,Rich / Fruity,High,global
Vodka 1575,spirits/cocktails,Kim Crawford,18.5,39.0,Dry / Crisp,High,global
Aged Bourbon 1576,spirits/cocktails,Crown Royal,19.25,5.0,Nutty / Woody,Medium,global
Bourbon 1577,spirits/cocktails,Buffalo Trace,20.0,6.0,Sweet,High,global
Rye Whiskey 1578,spirits/cocktails,Bulleit,20.75,7.0,Spicy,High,global
Gin 1579,spirits/cocktails,Captain Morgan,21.5,8.0,Citrusy / Sour,Medium,global
Gin 1580,spirits/cocktails,Don Julio,22.25,9.0,Herbal / Floral,High,global
Scotch 1581,spirits/cocktails,Jameson,23.0,10.0,Smoky,High,global
Cognac 1582,wine,Jack Daniel's,23.75,11.0,Rich / Fruity,Medium,global
Vodka 1583,spirits/cocktails,Johnnie Walker,24.5,12.0,Dry / Crisp,High,global
Aged Bourbon 1584,spirits/cocktails,Glenfiddich,25.25,13.0,Nutty / Woody,High,global
Bourbon 1585,spirits/cocktails,Gordon's,26.0,14.0,Sweet,Medium,global
Rye Whiskey 1586,spirits/cocktails,Tanqueray,26.75,15.0,Spicy,High,global
Gin 1587,spirits/cocktails,Bacardi,27.5,16.0,Citrusy / Sour,High,global
Gin 1588,spirits/cocktails,Patron,28.25,17.0,Herbal / Floral,Medium,global
Scotch 1589,spirits/cocktails,Absolut,29.0,18.0,Smoky,High,global
Cognac 1590,wine,Smirnoff,29.75,19.0,Rich / Fruity,High,global
Vodka 1591,spirits/cocktails,Moet & Chandon,30.5,20.0,Dry / Crisp,Medium,global
Aged Bourbon 1592,spirits/cocktails,La Marca,31.25,21.0,Nutty / Woody,High,global
Bourbon 1593,spirits/cocktails,Barefoot,32.0,22.0,Sweet,High,global
Rye Whiskey 1594,spirits/cocktails,Robert Mondavi,32.75,23.0,Spicy,Medium,global
Gin 1595,spirits/cocktails,Kim Crawford,33.5,24.0,Citrusy / Sour,High,global
Gin 1596,spirits/cocktails,Crown Royal,34.25,25.0,Herbal / Floral,High,global
Scotch 1597,spirits/cocktails,Buffalo Trace,35.0,26.0,Smoky,Medium,global
Cognac 1598,wine,Bulleit,35.75,27.0,Rich / Fruity,High,global
Vodka 1599,spirits/cocktails,Captain Morgan,36.5,28.0,Dry / Crisp,High,global
Aged Bourbon 1600,spirits/cocktails,Don Julio,37.25,29.0,Nutty / Woody,Medium,global
Bourbon 1601,spirits/cocktails,Jameson,38.0,30.0,Sweet,High,global
Rye Whiskey 1602,spirits/cocktails,Jack Daniel's,38.75,31.0,Spicy,High,global
Gin 1603,spirits/cocktails,Johnnie Walker,39.5,32.0,Citrusy / Sour,Medium,global
Gin 1604,spirits/cocktails,Glenfiddich,40.25,33.0,Herbal / Floral,High,global
Scotch 1605,spirits/cocktails,Gordon's,41.0,34.0,Smoky,High,global
Cognac 1606,wine,Tanqueray,41.75,35.0,Rich / Fruity,Medium,global
Vodka 1607,spirits/cocktails,Bacardi,42.5,36.0,Dry / Crisp,High,global
Aged Bourbon 1608,spirits/cocktails,Patron,43.25,37.0,Nutty / Woody,High,global
Bourbon 1609,spirits/cocktails,Absolut,44.0,38.0,Sweet,Medium,global
Rye Whiskey 1610,spirits/cocktails,Smirnoff,44.75,39.0,Spicy,High,global
Gin 1611,spirits/cocktails,Moet & Chandon,45.5,5.0,Citrusy / Sour,High,global
Gin 1612,spirits/cocktails,La Marca,46.25,6.0,Herbal / Floral,Medium,global
Scotch 1613,spirits/cocktails,Barefoot,47.0,7.0,Smoky,High,global
Cognac 1614,wine,Robert Mondavi,47.75,8.0,Rich / Fruity,High,global
Vodka 1615,spirits/cocktails,Kim Crawford,48.5,9.0,Dry / Crisp,Medium,global
Aged Bourbon 1616,spirits/cocktails,Crown Royal,49.25,10.0,Nutty / Woody,High,global
Bourbon 1617,spirits/cocktails,Buffalo Trace,50.0,11.0,Sweet,High,global
Rye Whiskey 1618,spirits/cocktails,Bulleit,50.75,12.0,Spicy,Medium,global
Gin 1619,spirits/cocktails,Captain Morgan,51.5,13.0,Citrusy / Sour,High,global
Gin 1620,spirits/cocktails,Don Julio,52.25,14.0,Herbal / Floral,High,global
Scotch 1621,spirits/cocktails,Jameson,53.0,15.0,Smoky,Medium,global
Cognac 1622,wine,Jack Daniel's,53.75,16.0,Rich / Fruity,High,global
Vodka 1623,spirits/cocktails,Johnnie Walker,54.5,17.0,Dry / Crisp,High,global
Aged Bourbon 1624,spirits/cocktails,Glenfiddich,55.25,18.0,Nutty / Woody,Medium,global
Bourbon 1625,spirits/cocktails,Gordon's,56.0,19.0,Sweet,High,global
Rye Whiskey 1626,spirits/cocktails,Tanqueray,56.75,20.0,Spicy,High,global
Gin 1627,spirits/cocktails,Bacardi,57.5,21.0,Citrusy / Sour,Medium,global
Gin 1628,spirits/cocktails,Patron,58.25,22.0,Herbal / Floral,High,global
Scotch 1629,spirits/cocktails,Absolut,59.0,23.0,Smoky,High,global
Cognac 1630,wine,Smirnoff,59.75,24.0,Rich / Fruity,Medium,global
Vodka 1631,spirits/cocktails,Moet & Chandon,60.5,25.0,Dry / Crisp,High,global
Aged Bourbon 1632,spirits/cocktails,La Marca,61.25,26.0,Nutty / Woody,High,global
Bourbon 1633,spirits/cocktails,Barefoot,62.0,27.0,Sweet,Medium,global
Rye Whiskey 1634,spirits/cocktails,Robert Mondavi,62.75,28.0,Spicy,High,global
Gin 1635,spirits/cocktails,Kim Crawford,63.5,29.0,Citrusy / Sour,High,global
Gin 1636,spirits/cocktails,Crown Royal,64.25,30.0,Herbal / Floral,Medium,global
Scotch 1637,spirits/cocktails,Buffalo Trace,65.0,31.0,Smoky,High,global
Cognac 1638,wine,Bulleit,65.75,32.0,Rich / Fruity,High,global
Vodka 1639,spirits/cocktails,Captain Morgan,66.5,33.0,Dry / Crisp,Medium,global
Aged Bourbon 1640,spirits/cocktails,Don Julio,67.25,34.0,Nutty / Woody,High,global
Bourbon 1641,spirits/cocktails,Jameson,68.0,35.0,Sweet,High,global
Rye Whiskey 1642,spirits/cocktails,Jack Daniel's,68.75,36.0,Spicy,Medium,global
Gin 1643,spirits/cocktails,Johnnie Walker,69.5,37.0,Citrusy / Sour,High,global
Gin 1644,spirits/cocktails,Glenfiddich,70.25,38.0,Herbal / Floral,High,global
Scotch 1645,spirits/cocktails,Gordon's,71.0,39.0,Smoky,Medium,global
Cognac 1646,wine,Tanqueray,71.75,5.0,Rich / Fruity,High,global
Vodka 1647,spirits/cocktails,Bacardi,72.5,6.0,Dry / Crisp,High,global
Aged Bourbon 1648,spirits/cocktails,Patron,73.25,7.0,Nutty / Woody,Medium,global
Bourbon 1649,spirits/cocktails,Absolut,74.0,8.0,Sweet,High,global
Rye Whiskey 1650,spirits/cocktails,Smirnoff,74.75,9.0,Spicy,High,global
Gin 1651,spirits/cocktails,Moet & Chandon,75.5,10.0,Citrusy / Sour,Medium,global
Gin 1652,spirits/cocktails,La Marca,76.25,11.0,Herbal / Floral,High,global
Scotch 1653,spirits/cocktails,Barefoot,77.0,12.0,Smoky,High,global
Cognac 1654,wine,Robert Mondavi,77.75,13.0,Rich / Fruity,Medium,global
Vodka 1655,spirits/cocktails,Kim Crawford,78.5,14.0,Dry / Crisp,High,global
Aged Bourbon 1656,spirits/cocktails,Crown Royal,79.25,15.0,Nutty / Woody,High,global
Bourbon 1657,spirits/cocktails,Buffalo Trace,80.0,16.0,Sweet,Medium,global
Rye Whiskey 1658,spirits/cocktails,Bulleit,80.75,17.0,Spicy,High,global
Gin 1659,spirits/cocktails,Captain Morgan,81.5,18.0,Citrusy / Sour,High,global
Gin 1660,spirits/cocktails,Don Julio,82.25,19.0,Herbal / Floral,Medium,global
Scotch 1661,spirits/cocktails,Jameson,83.0,20.0,Smoky,High,global
Cognac 1662,wine,Jack Daniel's,83.75,21.0,Rich / Fruity,High,global
Vodka 1663,spirits/cocktails,Johnnie Walker,84.5,22.0,Dry / Crisp,Medium,global
Aged Bourbon 1664,spirits/cocktails,Glenfiddich,85.25,23.0,Nutty / Woody,High,global
Bourbon 1665,spirits/cocktails,Gordon's,86.0,24.0,Sweet,High,global
Rye Whiskey 1666,spirits/cocktails,Tanqueray,86.75,25.0,Spicy,Medium,global
Gin 1667,spirits/cocktails,Bacardi,87.5,26.0,Citrusy / Sour,High,global
Gin 1668,spirits/cocktails,Patron,88.25,27.0,Herbal / Floral,High,global
Scotch 1669,spirits/cocktails,Absolut,89.0,28.0,Smoky,Medium,global
Cognac 1670,wine,Smirnoff,89.75,29.0,Rich / Fruity,High,global
Vodka 1671,spirits/cocktails,Moet & Chandon,90.5,30.0,Dry / Crisp,High,global
Aged Bourbon 1672,spirits/cocktails,La Marca,91.25,31.0,Nutty / Woody,Medium,global
Bourbon 1673,spirits/cocktails,Barefoot,92.0,32.0,Sweet,High,global
Rye Whiskey 1674,spirits/cocktails,Robert Mondavi,92.75,33.0,Spicy,High,global
Gin 1675,spirits/cocktails,Kim Crawford,93.5,34.0,Citrusy / Sour,Medium,global
Gin 1676,spirits/cocktails,Crown Royal,94.25,35.0,Herbal / Floral,High,global
Scotch 1677,spirits/cocktails,Buffalo Trace,95.0,36.0,Smoky,High,global
Cognac 1678,wine,Bulleit,95.75,37.0,Rich / Fruity,Medium,global
Vodka 1679,spirits/cocktails,Captain Morgan,96.5,38.0,Dry / Crisp,High,global
Aged Bourbon 1680,spirits/cocktails,Don Julio,97.25,39.0,Nutty / Woody,High,global
Bourbon 1681,spirits/cocktails,Jameson,8.0,5.0,Sweet,Medium,global
Rye Whiskey 1682,spirits/cocktails,Jack Daniel's,8.75,6.0,Spicy,High,global
Gin 1683,spirits/cocktails,Johnnie Walker,9.5,7.0,Citrusy / Sour,High,global
Gin 1684,spirits/cocktails,Glenfiddich,10.25,8.0,Herbal / Floral,Medium,global
Scotch 1685,spirits/cocktails,Gordon's,11.0,9.0,Smoky,High,global
Cognac 1686,wine,Tanqueray,11.75,10.0,Rich / Fruity,High,global
Vodka 1687,spirits/cocktails,Bacardi,12.5,11.0,Dry / Crisp,Medium,global
Aged Bourbon 1688,spirits/cocktails,Patron,13.25,12.0,Nutty / Woody,High,global
Bourbon 1689,spirits/cocktails,Absolut,14.0,13.0,Sweet,High,global
Rye Whiskey 1690,spirits/cocktails,Smirnoff,14.75,14.0,Spicy,Medium,global
Gin 1691,spirits/cocktails,Moet & Chandon,15.5,15.0,Citrusy / Sour,High,global
Gin 1692,spirits/cocktails,La Marca,16.25,16.0,Herbal / Floral,High,global
Scotch 1693,spirits/cocktails,Barefoot,17.0,17.0,Smoky,Medium,global
Cognac 1694,wine,Robert Mondavi,17.75,18.0,Rich / Fruity,High,global
Vodka 1695,spirits/cocktails,Kim Crawford,18.5,19.0,Dry / Crisp,High,global
Aged Bourbon 1696,spirits/cocktails,Crown Royal,19.25,20.0,Nutty / Woody,Medium,global
Bourbon 1697,spirits/cocktails,Buffalo Trace,20.0,21.0,Sweet,High,global
Rye Whiskey 1698,spirits/cocktails,Bulleit,20.75,22.0,Spicy,High,global
Gin 1699,spirits/cocktails,Captain Morgan,21.5,23.0,Citrusy / Sour,Medium,global
Gin 1700,spirits/cocktails,Don Julio,22.25,24.0,Herbal / Floral,High,global
Scotch 1701,spirits/cocktails,Jameson,23.0,25.0,Smoky,High,global
Cognac 1702,wine,Jack Daniel's,23.75,26.0,Rich / Fruity,Medium,global
Vodka 1703,spirits/cocktails,Johnnie Walker,24.5,27.0,Dry / Crisp,High,global
Aged Bourbon 1704,spirits/cocktails,Glenfiddich,25.25,28.0,Nutty / Woody,High,global
Bourbon 1705,spirits/cocktails,Gordon's,26.0,29.0,Sweet,Medium,global
Rye Whiskey 1706,spirits/cocktails,Tanqueray,26.75,30.0,Spicy,High,global
Gin 1707,spirits/cocktails,Bacardi,27.5,31.0,Citrusy / Sour,High,global
Gin 1708,spirits/cocktails,Patron,28.25,32.0,Herbal / Floral,Medium,global
Scotch 1709,spirits/cocktails,Absolut,29.0,33.0,Smoky,High,global
Cognac 1710,wine,Smirnoff,29.75,34.0,Rich / Fruity,High,global
Vodka 1711,spirits/cocktails,Moet & Chandon,30.5,35.0,Dry / Crisp,Medium,global
Aged Bourbon 1712,spirits/cocktails,La Marca,31.25,36.0,Nutty / Woody,High,global
Bourbon 1713,spirits/cocktails,Barefoot,32.0,37.0,Sweet,High,global
Rye Whiskey 1714,spirits/cocktails,Robert Mondavi,32.75,38.0,Spicy,Medium,global
Gin 1715,spirits/cocktails,Kim Crawford,33.5,39.0,Citrusy / Sour,High,global
Gin 1716,spirits/cocktails,Crown Royal,34.25,5.0,Herbal / Floral,High,global
Scotch 1717,spirits/cocktails,Buffalo Trace,35.0,6.0,Smoky,Medium,global
Cognac 1718,wine,Bulleit,35.75,7.0,Rich / Fruity,High,global
Vodka 1719,spirits/cocktails,Captain Morgan,36.5,8.0,Dry / Crisp,High,global
Aged Bourbon 1720,spirits/cocktails,Don Julio,37.25,9.0,Nutty / Woody,Medium,global
Bourbon 1721,spirits/cocktails,Jameson,38.0,10.0,Sweet,High,global
Rye Whiskey 1722,spirits/cocktails,Jack Daniel's,38.75,11.0,Spicy,High,global
Gin 1723,spirits/cocktails,Johnnie Walker,39.5,12.0,Citrusy / Sour,Medium,global
Gin 1724,spirits/cocktails,Glenfiddich,40.25,13.0,Herbal / Floral,High,global
Scotch 1725,spirits/cocktails,Gordon's,41.0,14.0,Smoky,High,global
Cognac 1726,wine,Tanqueray,41.75,15.0,Rich / Fruity,Medium,global
Vodka 1727,spirits/cocktails,Bacardi,42.5,16.0,Dry / Crisp,High,global
Aged Bourbon 1728,spirits/cocktails,Patron,43.25,17.0,Nutty / Woody,High,global
Bourbon 1729,spirits/cocktails,Absolut,44.0,18.0,Sweet,Medium,global
Rye Whiskey 1730,spirits/cocktails,Smirnoff,44.75,19.0,Spicy,High,global
Gin 1731,spirits/cocktails,Moet & Chandon,45.5,20.0,Citrusy / Sour,High,global
Gin 1732,spirits/cocktails,La Marca,46.25,21.0,Herbal / Floral,Medium,global
Scotch 1733,spirits/cocktails,Barefoot,47.0,22.0,Smoky,High,global
Cognac 1734,wine,Robert Mondavi,47.75,23.0,Rich / Fruity,High,global
Vodka 1735,spirits/cocktails,Kim Crawford,48.5,24.0,Dry / Crisp,Medium,global
Aged Bourbon 1736,spirits/cocktails,Crown Royal,49.25,25.0,Nutty / Woody,High,global
Bourbon 1737,spirits/cocktails,Buffalo Trace,50.0,26.0,Sweet,High,global
Rye Whiskey 1738,spirits/cocktails,Bulleit,50.75,27.0,Spicy,Medium,global
Gin 1739,spirits/cocktails,Captain Morgan,51.5,28.0,Citrusy / Sour,High,global
Gin 1740,spirits/cocktails,Don Julio,52.25,29.0,Herbal / Floral,High,global
Scotch 1741,spirits/cocktails,Jameson,53.0,30.0,Smoky,Medium,global
Cognac 1742,wine,Jack Daniel's,53.75,31.0,Rich / Fruity,High,global
Vodka 1743,spirits/cocktails,Johnnie Walker,54.5,32.0,Dry / Crisp,High,global
Aged Bourbon 1744,spirits/cocktails,Glenfiddich,55.25,33.0,Nutty / Woody,Medium,global
Bourbon 1745,spirits/cocktails,Gordon's,56.0,34.0,Sweet,High,global
Rye Whiskey 1746,spirits/cocktails,Tanqueray,56.75,35.0,Spicy,High,global
Gin 1747,spirits/cocktails,Bacardi,57.5,36.0,Citrusy / Sour,Medium,global
Gin 1748,spirits/cocktails,Patron,58.25,37.0,Herbal / Floral,High,global
Scotch 1749,spirits/cocktails,Absolut,59.0,38.0,Smoky,High,global
Cognac 1750,wine,Smirnoff,59.75,39.0,Rich / Fruity,Medium,global
Vodka 1751,spirits/cocktails,Moet & Chandon,60.5,5.0,Dry / Crisp,High,global
Aged Bourbon 1752,spirits/cocktails,La Marca,61.25,6.0,Nutty / Woody,High,global
Bourbon 1753,spirits/cocktails,Barefoot,62.0,7.0,Sweet,Medium,global
Rye Whiskey 1754,spirits/cocktails,Robert Mondavi,62.75,8.0,Spicy,High,global
Gin 1755,spirits/cocktails,Kim Crawford,63.5,9.0,Citrusy / Sour,High,global
Gin 1756,spirits/cocktails,Crown Royal,64.25,10.0,Herbal / Floral,Medium,global
Scotch 1757,spirits/cocktails,Buffalo Trace,65.0,11.0,Smoky,High,global
Cognac 1758,wine,Bulleit,65.75,12.0,Rich / Fruity,High,global
Vodka 1759,spirits/cocktails,Captain Morgan,66.5,13.0,Dry / Crisp,Medium,global
Aged Bourbon 1760,spirits/cocktails,Don Julio,67.25,14.0,Nutty / Woody,High,global
Bourbon 1761,spirits/cocktails,Jameson,68.0,15.0,Sweet,High,global
Rye Whiskey 1762,spirits/cocktails,Jack Daniel's,68.75,16.0,Spicy,Medium,global
Gin 1763,spirits/cocktails,Johnnie Walker,69.5,17.0,Citrusy / Sour,High,global
Gin 1764,spirits/cocktails,Glenfiddich,70.25,18.0,Herbal / Floral,High,global
Scotch 1765,spirits/cocktails,Gordon's,71.0,19.0,Smoky,Medium,global
Cognac 1766,wine,Tanqueray,71.75,20.0,Rich / Fruity,High,global
Vodka 1767,spirits/cocktails,Bacardi,72.5,21.0,Dry / Crisp,High,global
Aged Bourbon 1768,spirits/cocktails,Patron,73.25,22.0,Nutty / Woody,Medium,global
Bourbon 1769,spirits/cocktails,Absolut,74.0,23.0,Sweet,High,global
Rye Whiskey 1770,spirits/cocktails,Smirnoff,74.75,24.0,Spicy,High,global
Gin 1771,spirits/cocktails,Moet & Chandon,75.5,25.0,Citrusy / Sour,Medium,global
Gin 1772,spirits/cocktails,La Marca,76.25,26.0,Herbal / Floral,High,global
Scotch 1773,spirits/cocktails,Barefoot,77.0,27.0,Smoky,High,global
Cognac 1774,wine,Robert Mondavi,77.75,28.0,Rich / Fruity,Medium,global
Vodka 1775,spirits/cocktails,Kim Crawford,78.5,29.0,Dry / Crisp,High,global
Aged Bourbon 1776,spirits/cocktails,Crown Royal,79.25,30.0,Nutty / Woody,High,global
Bourbon 1777,spirits/cocktails,Buffalo Trace,80.0,31.0,Sweet,Medium,global
Rye Whiskey 1778,spirits/cocktails,Bulleit,80.75,32.0,Spicy,High,global
Gin 1779,spirits/cocktails,Captain Morgan,81.5,33.0,Citrusy / Sour,High,global
Gin 1780,spirits/cocktails,Don Julio,82.25,34.0,Herbal / Floral,Medium,global
Scotch 1781,spirits/cocktails,Jameson,83.0,35.0,Smoky,High,global
Cognac 1782,wine,Jack Daniel's,83.75,36.0,Rich / Fruity,High,global
Vodka 1783,spirits/cocktails,Johnnie Walker,84.5,37.0,Dry / Crisp,Medium,global
Aged Bourbon 1784,spirits/cocktails,Glenfiddich,85.25,38.0,Nutty / Woody,High,global
Bourbon 1785,spirits/cocktails,Gordon's,86.0,39.0,Sweet,High,global
Rye Whiskey 1786,spirits/cocktails,Tanqueray,86.75,5.0,Spicy,Medium,global
Gin 1787,spirits/cocktails,Bacardi,87.5,6.0,Citrusy / Sour,High,global
Gin 1788,spirits/cocktails,Patron,88.25,7.0,Herbal / Floral,High,global
Scotch 1789,spirits/cocktails,Absolut,89.0,8.0,Smoky,Medium,global
Cognac 1790,wine,Smirnoff,89.75,9.0,Rich / Fruity,High,global
Vodka 1791,spirits/cocktails,Moet & Chandon,90.5,10.0,Dry / Crisp,High,global
Aged Bourbon 1792,spirits/cocktails,La Marca,91.25,11.0,Nutty / Woody,Medium,global
Bourbon 1793,spirits/cocktails,Barefoot,92.0,12.0,Sweet,High,global
Rye Whiskey 1794,spirits/cocktails,Robert Mondavi,92.75,13.0,Spicy,High,global
Gin 1795,spirits/cocktails,Kim Crawford,93.5,14.0,Citrusy / Sour,Medium,global
Gin 1796,spirits/cocktails,Crown Royal,94.25,15.0,Herbal / Floral,High,global
Scotch 1797,spirits/cocktails,Buffalo Trace,95.0,16.0,Smoky,High,global
Cognac 1798,wine,Bulleit,95.75,17.0,Rich / Fruity,Medium,global
Vodka 1799,spirits/cocktails,Captain Morgan,96.5,18.0,Dry / Crisp,High,global
Aged Bourbon 1800,spirits/cocktails,Don Julio,97.25,19.0,Nutty / Woody,High,global
Bourbon 1801,spirits/cocktails,Jameson,8.0,20.0,Sweet,Medium,global
Rye Whiskey 1802,spirits/cocktails,Jack Daniel's,8.75,21.0,Spicy,High,global
Gin 1803,spirits/cocktails,Johnnie Walker,9.5,22.0,Citrusy / Sour,High,global
Gin 1804,spirits/cocktails,Glenfiddich,10.25,23.0,Herbal / Floral,Medium,global
